Product id,trim  and clean product_id,clean product_id,category,clean(trim(discounted_price)),"SUBSTITUTE(SUBSTITUTE(F2, ""?"", """"), "","", """")
",Convert Text to Numbers in Excel (Browser Version),cleantrim(),"SUBSTITUTE(SUBSTITUTE(F2, ""?"", """"), "","", """")",Convert Text to Numbers in Excel (Browser Version),discount_percentage,rating,rating_count,"user_id (LEFT(, FIND("","", A2)-1) use this if id has too long strings)",cleantrimuserid,product_link
B07JW9H4J669,B07JW9H4J669,B07JW9H4J669,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹229, 229 ,$229.00,₹299,299,$299.00,23%,4.3,"30,411",AFTZBO4S2Z7Q6UL72EUKGZRTVB6Q,AFTZBO4S2Z7Q6UL72EUKGZRTVB6Q,https://www.amazon.in/MI-MTCY001IN-USB-Type-C-Cable/dp/B08DDRGWTJ/ref=sr_1_90?qid=1672902998&s=computers&sr=1-90
B07JW9H4J670,B07JW9H4J670,B07JW9H4J670,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",₹139, 139 ,$139.00,₹299,299,$299.00,54%,3.8,"3,044",AFFITBM6PHS2QO3SI23K6T5FZJYQ,AFFITBM6PHS2QO3SI23K6T5FZJYQ,https://www.amazon.in/Zebronics-Wired-Optical-Mouse-Black/dp/B079Y6JZC8/ref=sr_1_91?qid=1672902998&s=computers&sr=1-91
B07JW9H4J671,B07JW9H4J671,B07JW9H4J671,"Electronics|Headphones,Earbuds&Accessories|Headphones|On-Ear","₹1,199", 1199 ,"$1,199.00","₹2,499",2499,"$2,499.00",52%,4,"33,584",AG5AXAJDBTPTEASP2CGYURERHSQQ,AG5AXAJDBTPTEASP2CGYURERHSQQ,https://www.amazon.in/Rockerz-370-Headphone-Bluetooth-Lightweight/dp/B0856HNMR7/ref=sr_1_92?qid=1672902998&s=computers&sr=1-92
B07JW9H4J672,B07JW9H4J672,B07JW9H4J672,Electronics|HomeAudio|Speakers|BluetoothSpeakers,"₹1,049", 1049 ,"$1,049.00","₹2,299",2299,"$2,299.00",54%,3.9,"1,779",AE3S2ZAEMH765KUJ57DR6HBZBB3Q,AE3S2ZAEMH765KUJ57DR6HBZBB3Q,https://www.amazon.in/ZEBRONICS-Zeb-Astra-20-Wireless-Rechargeable/dp/B0B12K5BPM/ref=sr_1_93?qid=1672902998&s=computers&sr=1-93
B07JW9H4J673,B07JW9H4J673,B07JW9H4J673,Electronics|Mobiles&Accessories|MobileAccessories|Décor,₹119, 119 ,$119.00,₹299,299,$299.00,60%,4.1,"5,999",AFCUW5JX2EZRGRGNHO65DGJ2ZNXA,AFCUW5JX2EZRGRGNHO65DGJ2ZNXA,https://www.amazon.in/GIZGA-Protector-Charging-Protective-G55/dp/B08MTCKDYN/ref=sr_1_94?qid=1672902998&s=computers&sr=1-94
B07JW9H4J674,B07JW9H4J674,B07JW9H4J674,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹154, 154 ,$154.00,₹339,339,$339.00,55%,4.3,"13,391",AHBS2L7JPLUKRD5ZJQVVSFJ4LNWA,AHBS2L7JPLUKRD5ZJQVVSFJ4LNWA,https://www.amazon.in/Portronics-POR-1081-Charging-1-2Meter-Function/dp/B08CF3D7QR/ref=sr_1_95?qid=1672902998&s=computers&sr=1-95
B07JW9H4J675,B07JW9H4J675,B07JW9H4J675,Electronics|GeneralPurposeBatteries&BatteryChargers,₹225, 225 ,$225.00,₹250,250,$250.00,10%,4.4,"26,556",AGYJWE5KU7LQVHHG3UBK4DGPWP5A,AGYJWE5KU7LQVHHG3UBK4DGPWP5A,https://www.amazon.in/Panasonic-Lithium-CR2032-5BE-Battery/dp/B00LVMTA2A/ref=sr_1_97?qid=1672903000&s=computers&sr=1-97
B07JW9H4J676,B07JW9H4J676,B07JW9H4J676,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Lapdesks,₹656, 656 ,$656.00,"₹1,499",1499,"$1,499.00",56%,4.3,"25,903",AEWMPPA26KJIWQL2VJLXEGGYGXMA,AEWMPPA26KJIWQL2VJLXEGGYGXMA,https://www.amazon.in/Multi-Purpose-Foldable-Portable-Ergonomic-Non-Slip/dp/B07TR5HSR9/ref=sr_1_98?qid=1672903000&s=computers&sr=1-98
B07JW9H4J677,B07JW9H4J677,B07JW9H4J677,Computers&Accessories|ExternalDevices&DataStorage|PenDrives,"₹1,109", 1109 ,"$1,109.00","₹2,800",2800,"$2,800.00",60%,4.3,"53,464",AE5D3EMPETKIA4VU4SZU5UIHXKQA,AE5D3EMPETKIA4VU4SZU5UIHXKQA,https://www.amazon.in/SanDisk-Ultra-Drive-Pendrive-Mobile/dp/B0819ZZK5K/ref=sr_1_99?qid=1672903000&s=computers&sr=1-99
B07JW9H4J678,B07JW9H4J678,B07JW9H4J678,Electronics|WearableTechnology|SmartWatches,"₹2,999", 2999 ,"$2,999.00","₹7,990",7990,"$7,990.00",62%,4.1,"48,448",AGMYVYGTIGHQQDKROQZHYI67AW2Q,AGMYVYGTIGHQQDKROQZHYI67AW2Q,https://www.amazon.in/boAt-Smartwatch-Multiple-Monitoring-Resistance/dp/B096VF5YYF/ref=sr_1_100?qid=1672903000&s=computers&sr=1-100
B07JW9H4J679,B07JW9H4J679,B07JW9H4J679,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|MousePads",₹169, 169 ,$169.00,₹299,299,$299.00,43%,4.4,"5,176",AGKYLNZN5SOR4LZAYWRHAAJY6JQQ,AGKYLNZN5SOR4LZAYWRHAAJY6JQQ,https://www.amazon.in/Notebook-MacBook-Computer-Anti-Skid-Mousepad/dp/B08QJJCY2Q/ref=sr_1_101?qid=1672903000&s=computers&sr=1-101
B07JW9H4J680,B07JW9H4J680,B07JW9H4J680,"Computers&Accessories|Printers,Inks&Accessories|Inks,Toners&Cartridges|InkjetInkCartridges",₹309, 309 ,$309.00,₹404,404,$404.00,24%,4.4,"8,614",AGUTG6MZYET7MPUMPQXFLSNBEVUQ,AGUTG6MZYET7MPUMPQXFLSNBEVUQ,https://www.amazon.in/Epson-003-Black-Ink-Bottle/dp/B07L5L4GTB/ref=sr_1_102?qid=1672903000&s=computers&sr=1-102
B07JW9H4J681,B07JW9H4J681,B07JW9H4J681,"Electronics|Headphones,Earbuds&Accessories|Headphones|On-Ear",₹599, 599 ,$599.00,"₹1,399",1399,"$1,399.00",57%,3.8,"60,026",AEHC7ITQUJKLOGQJCAA6Q7V63EVQ,AEHC7ITQUJKLOGQJCAA6Q7V63EVQ,https://www.amazon.in/Zebronics-Zeb-Thunder-Bluetooth-Headphone-Input/dp/B07L8KNP5F/ref=sr_1_103?qid=1672903000&s=computers&sr=1-103
B07JW9H4J682,B07JW9H4J682,B07JW9H4J682,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboards",₹299, 299 ,$299.00,₹599,599,$599.00,50%,3.8,"3,066",AGKT6MY3UZFPKSYVU5V7IOKJKMMA,AGKT6MY3UZFPKSYVU5V7IOKJKMMA,https://www.amazon.in/Quantum-QHM-7406-Spill-Resistant-Wired-Keyboard/dp/B08CF4SCNP/ref=sr_1_104?qid=1672903000&s=computers&sr=1-104
B07JW9H4J683,B07JW9H4J683,B07JW9H4J683,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Lapdesks,₹449, 449 ,$449.00,₹999,999,$999.00,55%,4,"2,102",AFFOW7D7WJY5D3E3PV26TYE7Y57Q,AFFOW7D7WJY5D3E3PV26TYE7Y57Q,https://www.amazon.in/STRIFF-Adjustable-Ventilated-Ergonomic-Compatibility/dp/B09XX51X2G/ref=sr_1_105?qid=1672903000&s=computers&sr=1-105
B07JW9H4J684,B07JW9H4J684,B07JW9H4J684,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",₹799, 799 ,$799.00,"₹1,295",1295,"$1,295.00",38%,4.4,"34,852",AHWQQLE2M65U3ACAYST5FUV4UPVA,AHWQQLE2M65U3ACAYST5FUV4UPVA,https://www.amazon.in/Logitech-Silent-Wireless-Mouse-Charcoal/dp/B01M72LILF/ref=sr_1_106?qid=1672903000&s=computers&sr=1-106
B07JW9H4J685,B07JW9H4J685,B07JW9H4J685,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",₹219, 219 ,$219.00,₹700,700,$700.00,69%,4.4,"4,26,972",AECMQ2RLIJLZPBV65R74ZXYWBHDA,AECMQ2RLIJLZPBV65R74ZXYWBHDA,https://www.amazon.in/AmazonBasics-Flexible-HDMI-Cable-3-Foot/dp/B07KSMBL2H/ref=sr_1_107?qid=1672903000&s=computers&sr=1-107
B07JW9H4J686,B07JW9H4J686,B07JW9H4J686,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|WireboundNotebooks",₹157, 157 ,$157.00,₹160,160,$160.00,2%,4.5,"8,618",AEHCVDRO2RQCQNWQH25CS6227BOA,AEHCVDRO2RQCQNWQH25CS6227BOA,https://www.amazon.in/Classmate-Premium-Subject-Notebook-Single/dp/B00LZLQ624/ref=sr_1_108?qid=1672903000&s=computers&sr=1-108
B07JW9H4J687,B07JW9H4J687,B07JW9H4J687,Electronics|Accessories|MemoryCards|MicroSD,₹369, 369 ,$369.00,"₹1,600",1600,"$1,600.00",77%,4,"32,625",AELPAFD33LDSPRU4SBYCF5JOSYZA,AELPAFD33LDSPRU4SBYCF5JOSYZA,https://www.amazon.in/HP-MicroSD-U1-TF-Card-32GB/dp/B07DJLFMPS/ref=sr_1_110?qid=1672903000&s=computers&sr=1-110
B07JW9H4J688,B07JW9H4J688,B07JW9H4J688,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",₹599, 599 ,$599.00,₹899,899,$899.00,33%,4,"4,018",AGMD2UVAWOKO3W37KGZWAPI3ZB6A,AGMD2UVAWOKO3W37KGZWAPI3ZB6A,https://www.amazon.in/HP-150-Ambidextrous-Wireless-Mouse/dp/B09GB5B4BK/ref=sr_1_113?qid=1672903000&s=computers&sr=1-113
B07JW9H4J689,B07JW9H4J689,B07JW9H4J689,Electronics|GeneralPurposeBatteries&BatteryChargers|RechargeableBatteries,₹479, 479 ,$479.00,₹599,599,$599.00,20%,4.3,"11,687",AETHN2CGVNPVX5Y6SAWO6IO7QOEA,AETHN2CGVNPVX5Y6SAWO6IO7QOEA,https://www.amazon.in/Duracell-5000174-Rechargeable-Batteries-Green/dp/B015ZXUDD0/ref=sr_1_114?qid=1672903000&s=computers&sr=1-114
B07JW9H4J690,B07JW9H4J690,B07JW9H4J690,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹350, 350 ,$350.00,₹899,899,$899.00,61%,4.2,"2,262",AGWXUDJLYBQYBI5O7UHDK6QW7FYA,AGWXUDJLYBQYBI5O7UHDK6QW7FYA,https://www.amazon.in/Portronics-Konnect-Delivery-Support-Braided/dp/B085DTN6R2/ref=sr_1_115?qid=1672903000&s=computers&sr=1-115
B07JW9H4J691,B07JW9H4J691,B07JW9H4J691,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","₹1,598", 1598 ,"$1,598.00","₹2,990",2990,"$2,990.00",47%,3.8,"11,015",AFZ7BSWDEUCVHARR4CX2UCO5VZEA,AFZ7BSWDEUCVHARR4CX2UCO5VZEA,https://www.amazon.in/Airdopes-181-Playtime-Bluetooth-Wireless/dp/B09PL79D2X/ref=sr_1_116?qid=1672903000&s=computers&sr=1-116
B07JW9H4J692,B07JW9H4J692,B07JW9H4J692,Computers&Accessories|NetworkingDevices|NetworkAdapters|BluetoothAdapters,₹599, 599 ,$599.00,₹899,899,$899.00,33%,4.3,"95,116",AFCN4ZD2X2EVUUDSG4BMFT7YJA2A,AFCN4ZD2X2EVUUDSG4BMFT7YJA2A,https://www.amazon.in/TP-Link-Bluetooth-Receiver-UB500-Controllers/dp/B098K3H92Z/ref=sr_1_117?qid=1672903000&s=computers&sr=1-117
B07JW9H4J693,B07JW9H4J693,B07JW9H4J693,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹159, 159 ,$159.00,₹399,399,$399.00,60%,4.1,"4,768",AFJIOGKIZE7HIIGKY7UQYGKCHUTQ,AFJIOGKIZE7HIIGKY7UQYGKCHUTQ,https://www.amazon.in/Portronics-Konnect-POR-1401-Charging-Function/dp/B09KLVMZ3B/ref=sr_1_118?qid=1672903000&s=computers&sr=1-118
B07JW9H4J694,B07JW9H4J694,B07JW9H4J694,Computers&Accessories|ExternalDevices&DataStorage|PenDrives,"₹1,299", 1299 ,"$1,299.00","₹3,000",3000,"$3,000.00",57%,4.3,"23,022",AFMYEBPS6GDJSJNW3W2LA22EGVZA,AFMYEBPS6GDJSJNW3W2LA22EGVZA,https://www.amazon.in/SanDisk-Ultra-Drive-Flash-128GB/dp/B084PJSSQ1/ref=sr_1_119?qid=1672903000&s=computers&sr=1-119
B07JW9H4J695,B07JW9H4J695,B07JW9H4J695,Electronics|WearableTechnology|SmartWatches,"₹1,599", 1599 ,"$1,599.00","₹4,999",4999,"$4,999.00",68%,4,"67,951",AEYGIH4DOWVSDCW5NMBO5B66JC5A,AEYGIH4DOWVSDCW5NMBO5B66JC5A,https://www.amazon.in/Noise-ColorFit-Smartwatch-Monitoring-Waterproof/dp/B097R25DP7/ref=sr_1_120?qid=1672903000&s=computers&sr=1-120
B07JW9H4J696,B07JW9H4J696,B07JW9H4J696,Computers&Accessories|Accessories&Peripherals|Adapters|USBtoUSBAdapters,₹294, 294 ,$294.00,"₹4,999",4999,"$4,999.00",94%,4.3,"4,426",AEIGFUFEU2YGVXZQSYKPUF5FTCCA,AEIGFUFEU2YGVXZQSYKPUF5FTCCA,https://www.amazon.in/rts-Adapter-Charging-Converter-compatible/dp/B097C564GC/ref=sr_1_121?qid=1672903001&s=computers&sr=1-121
B07JW9H4J697,B07JW9H4J697,B07JW9H4J697,"Computers&Accessories|Printers,Inks&Accessories|Inks,Toners&Cartridges|InkjetInkCartridges",₹828, 828 ,$828.00,₹861,861,$861.00,4%,4.2,"4,567",AFXZNVON4LZKKL23DAL7IPT5ZJUA,AFXZNVON4LZKKL23DAL7IPT5ZJUA,https://www.amazon.in/682-Black-Original-Ink-Cartridge/dp/B08CYNJ5KY/ref=sr_1_122?qid=1672903001&s=computers&sr=1-122
B07JW9H4J698,B07JW9H4J698,B07JW9H4J698,"Electronics|Headphones,Earbuds&Accessories|Headphones|On-Ear",₹745, 745 ,$745.00,₹795,795,$795.00,6%,4,"13,797",AFTJIOQOYRDJGI723DK74GWNDZ2A,AFTJIOQOYRDJGI723DK74GWNDZ2A,https://www.amazon.in/Logitech-H111-Stero-Headset-Black/dp/B00Y4ORQ46/ref=sr_1_123?qid=1672903001&s=computers&sr=1-123
B07JW9H4J699,B07JW9H4J699,B07JW9H4J699,Electronics|Cameras&Photography|Accessories|Tripods&Monopods|CompleteTripodUnits,"₹1,549", 1549 ,"$1,549.00","₹2,495",2495,"$2,495.00",38%,4.4,"15,137",AGJ2FUFEZ6Y65C3CZA6XJ4J74NFA,AGJ2FUFEZ6Y65C3CZA6XJ4J74NFA,https://www.amazon.in/Digitek-DTR-550-LW-Tripod/dp/B074CWD7MS/ref=sr_1_124?qid=1672903001&s=computers&sr=1-124
B07JW9H4J700,B07JW9H4J700,B07JW9H4J700,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹349, 349 ,$349.00,₹399,399,$399.00,13%,4.4,"18,757",AHAV4CJCMF5EPFWOHKYSWKTHHKLA,AHAV4CJCMF5EPFWOHKYSWKTHHKLA,https://www.amazon.in/Mi-Braided-USB-Type-C-Cable/dp/B083342NKJ/ref=sr_1_125?qid=1672903001&s=computers&sr=1-125
B07JW9H4J701,B07JW9H4J701,B07JW9H4J701,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹970, 970 ,$970.00,"₹1,799",1799,"$1,799.00",46%,4.5,815,AFVTO4K2IG5AYWZPOAEA2QGPZZ4A,AFVTO4K2IG5AYWZPOAEA2QGPZZ4A,https://www.amazon.in/DURACELL-Lightning-Certified-braided-Devices/dp/B09C6HXFC1/ref=sr_1_126?qid=1672903001&s=computers&sr=1-126
B07JW9H4J702,B07JW9H4J702,B07JW9H4J702,Computers&Accessories|NetworkingDevices|Repeaters&Extenders,"₹1,469", 1469 ,"$1,469.00","₹2,499",2499,"$2,499.00",41%,4.2,"1,56,638",AHGPGK7X35WHOVKQHT3OCUQ7KJNQ,AHGPGK7X35WHOVKQHT3OCUQ7KJNQ,https://www.amazon.in/TP-Link-TL-WA850RE-300Mbps-Universal-Extender/dp/B00A0VCJPI/ref=sr_1_127?qid=1672903001&s=computers&sr=1-127
B07JW9H4J703,B07JW9H4J703,B07JW9H4J703,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|Notepads&MemoBooks",₹198, 198 ,$198.00,₹800,800,$800.00,75%,4.1,"9,344",AGTIINLWR6VP2OSW5R25BYBG5HLQ,AGTIINLWR6VP2OSW5R25BYBG5HLQ,https://www.amazon.in/COI-Sticky-Notes-Holder-Gifting/dp/B00UGZWM2I/ref=sr_1_128?qid=1672903001&s=computers&sr=1-128
B07JW9H4J704,B07JW9H4J704,B07JW9H4J704,Electronics|Cameras&Photography|Accessories|Film,₹549, 549 ,$549.00,₹549,549,$549.00,0%,4.5,"4,875",AGNLXH7GFRBUEG3GEYNDW6B6Z55Q,AGNLXH7GFRBUEG3GEYNDW6B6Z55Q,https://www.amazon.in/Fujifilm-Instax-Instant-Fuji-Cameras/dp/B00R1P3B4O/ref=sr_1_129?qid=1672903001&s=computers&sr=1-129
B07JW9H4J705,B07JW9H4J705,B07JW9H4J705,Electronics|WearableTechnology|SmartWatches,"₹2,999", 2999 ,"$2,999.00","₹9,999",9999,"$9,999.00",70%,4.2,"20,881",AEACCLBAYRCRJLUMTQVS5JSOYYVA,AEACCLBAYRCRJLUMTQVS5JSOYYVA,https://www.amazon.in/Fire-Boltt-Bluetooth-Assistance-Calculator-Monitoring/dp/B0B3MWYCHQ/ref=sr_1_130?qid=1672903001&s=computers&sr=1-130
B07JW9H4J706,B07JW9H4J706,B07JW9H4J706,Electronics|WearableTechnology|SmartWatches,"₹12,000", 12000 ,"$12,000.00","₹29,999",29999,"$29,999.00",60%,4.3,"4,744",AEW6MM2KKYNQQXXAFQH4YNVRUBMQ,AEW6MM2KKYNQQXXAFQH4YNVRUBMQ,https://www.amazon.in/Samsung-Galaxy-Bluetooth-Compatible-Android/dp/B09DG9VNWB/ref=sr_1_131?qid=1672903001&s=computers&sr=1-131
B07JW9H4J707,B07JW9H4J707,B07JW9H4J707,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","₹1,299", 1299 ,"$1,299.00","₹3,499",3499,"$3,499.00",63%,3.9,"12,452",AFLGIDPC5GTJ4ET22CVZHSHBYCJA,AFLGIDPC5GTJ4ET22CVZHSHBYCJA,https://www.amazon.in/Noise-Bluetooth-Wireless-30-Hours-Instacharge/dp/B09Y5MP7C4/ref=sr_1_132?qid=1672903001&s=computers&sr=1-132
B07JW9H4J708,B07JW9H4J708,B07JW9H4J708,Electronics|GeneralPurposeBatteries&BatteryChargers|DisposableBatteries,₹269, 269 ,$269.00,₹315,315,$315.00,15%,4.5,"17,810",AEOZN7QHTHMBMPZ44PLKH7ML2GFA,AEOZN7QHTHMBMPZ44PLKH7ML2GFA,https://www.amazon.in/Duracell-Alkaline-Battery-Duralock-Technology/dp/B01DJJVFPC/ref=sr_1_133?qid=1672903001&s=computers&sr=1-133
B07JW9H4J709,B07JW9H4J709,B07JW9H4J709,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹799, 799 ,$799.00,"₹1,499",1499,"$1,499.00",47%,4.1,"53,648",AE7D3RJLZB7FRIEHCAY6O2ATRJDQ,AE7D3RJLZB7FRIEHCAY6O2ATRJDQ,https://www.amazon.in/JBL-C200SI-Ear-Headphones-Mystic/dp/B07DFYJRQV/ref=sr_1_134?qid=1672903001&s=computers&sr=1-134
B07JW9H4J710,B07JW9H4J710,B07JW9H4J710,Computers&Accessories|Monitors,"₹6,299", 6299 ,"$6,299.00","₹13,750",13750,"$13,750.00",54%,4.2,"2,014",AHV4RBRC5YCXKIOQC2Y4PFTQPZJQ,AHV4RBRC5YCXKIOQC2Y4PFTQPZJQ,https://www.amazon.in/Acer-Features-Bluelight-Flickerless-Comfyview/dp/B08L879JSN/ref=sr_1_135?qid=1672903001&s=computers&sr=1-135
B07JW9H4J711,B07JW9H4J711,B07JW9H4J711,Computers&Accessories|Accessories&Peripherals|USBGadgets|Lamps,₹59, 59 ,$59.00,₹59,59,$59.00,0%,3.8,"5,958",AGJBZ5PXDKBX5LAIWE4RFKQRZOPA,AGJBZ5PXDKBX5LAIWE4RFKQRZOPA,https://www.amazon.in/COSMOS-Portable-Flexible-Light-Colours/dp/B08TDJNM3G/ref=sr_1_136?qid=1672903001&s=computers&sr=1-136
B07JW9H4J712,B07JW9H4J712,B07JW9H4J712,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|AutomobileChargers,₹571, 571 ,$571.00,₹999,999,$999.00,43%,4.3,"38,221",AGT572FSHJL725535LQUNZXHTO2A,AGT572FSHJL725535LQUNZXHTO2A,https://www.amazon.in/Dual-Charger-Qualcomm-Certified-Charge/dp/B06XSK3XL6/ref=sr_1_137?qid=1672903001&s=computers&sr=1-137
B07JW9H4J713,B07JW9H4J713,B07JW9H4J713,Electronics|HomeAudio|Speakers|BluetoothSpeakers,₹549, 549 ,$549.00,₹999,999,$999.00,45%,3.9,"64,705",AGFI7QAP24WKYIKSVOKOI6AH5QWQ,AGFI7QAP24WKYIKSVOKOI6AH5QWQ,https://www.amazon.in/Zebronics-Zeb-County-Bluetooth-Speaker-Function/dp/B07YNTJ8ZM/ref=sr_1_138?qid=1672903001&s=computers&sr=1-138
B07JW9H4J714,B07JW9H4J714,B07JW9H4J714,Electronics|Mobiles&Accessories|MobileAccessories|StylusPens,"₹2,099", 2099 ,"$2,099.00","₹5,999",5999,"$5,999.00",65%,4.3,"17,129",AF7KVNWBD7JWYLKGKXBYJ5O7RQ4Q,AF7KVNWBD7JWYLKGKXBYJ5O7RQ4Q,https://www.amazon.in/Upgraded-Precision-Sensitivity-Rejection-Adsorption/dp/B09KGV7WSV/ref=sr_1_139?qid=1672903001&s=computers&sr=1-139
B07JW9H4J715,B07JW9H4J715,B07JW9H4J715,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹13,490", 13490 ,"$13,490.00","₹21,990",21990,"$21,990.00",39%,4.3,"11,976",AGVKCM3HYXDY24CDSPW7OCLKBY5Q,AGVKCM3HYXDY24CDSPW7OCLKBY5Q,https://www.amazon.in/LG-inches-Ready-Smart-32LM563BPTC/dp/B08DPLCM6T/ref=sr_1_140?qid=1672903001&s=computers&sr=1-140
B07JW9H4J716,B07JW9H4J716,B07JW9H4J716,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MouseSets",₹448, 448 ,$448.00,₹699,699,$699.00,36%,3.9,"17,348",AEEH5DFNKICJXQME6UXNS3P3OM3A,AEEH5DFNKICJXQME6UXNS3P3OM3A,https://www.amazon.in/Zebronics-Zeb-JUDWAA-750-Wired-Keyboard/dp/B07KR5P3YD/ref=sr_1_141?qid=1672903001&s=computers&sr=1-141
B07JW9H4J717,B07JW9H4J717,B07JW9H4J717,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","₹1,499", 1499 ,"$1,499.00","₹2,999",2999,"$2,999.00",50%,3.7,"87,798",AGIQYUS55MG4UWXTEF4PRMPZWPQA,AGIQYUS55MG4UWXTEF4PRMPZWPQA,https://www.amazon.in/JBL-Playtime-Bluetooth-Earphones-Assistant/dp/B08FB2LNSZ/ref=sr_1_142?qid=1672903001&s=computers&sr=1-142
B07JW9H4J718,B07JW9H4J718,B07JW9H4J718,Electronics|Cameras&Photography|Accessories|Cleaners|CleaningKits,₹299, 299 ,$299.00,₹499,499,$499.00,40%,4.2,"24,432",AF7IXQKBUL6NEIQG4R53LMJJUGXQ,AF7IXQKBUL6NEIQG4R53LMJJUGXQ,https://www.amazon.in/Essentials-Gz-Ck-101-Professional-Micro-Fiber-Antibacterial/dp/B01IBRHE3E/ref=sr_1_144?qid=1672903001&s=computers&sr=1-144
B07JW9H4J719,B07JW9H4J719,B07JW9H4J719,Computers&Accessories|ExternalDevices&DataStorage|PenDrives,₹579, 579 ,$579.00,"₹1,400",1400,"$1,400.00",59%,4.3,"1,89,104",AH6ZYHC4ECJ56T4GGZCL6MITCTMA,AH6ZYHC4ECJ56T4GGZCL6MITCTMA,https://www.amazon.in/SanDisk-Ultra-Dual-64GB-Drive/dp/B01N6LU1VF/ref=sr_1_145?qid=1672903002&s=computers&sr=1-145
B07JW9H4J720,B07JW9H4J720,B07JW9H4J720,Electronics|Cameras&Photography|SecurityCameras|DomeCameras,"₹2,499", 2499 ,"$2,499.00","₹3,299",3299,"$3,299.00",24%,4.2,"93,112",AF33NXAARAF2D6VUOBSIWL5CV5MA,AF33NXAARAF2D6VUOBSIWL5CV5MA,https://www.amazon.in/TP-Link-Wireless-Security-Tapo-C200/dp/B07XLML2YS/ref=sr_1_146?qid=1672903002&s=computers&sr=1-146
B07JW9H4J721,B07JW9H4J721,B07JW9H4J721,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","₹1,199", 1199 ,"$1,199.00","₹5,999",5999,"$5,999.00",80%,3.9,"47,521",AEB6ZUPDFZXQWXHE72JVVSO4ZFGA,AEB6ZUPDFZXQWXHE72JVVSO4ZFGA,https://www.amazon.in/Boat-Airdopes-171-Functionality-Resistance/dp/B086WMSCN3/ref=sr_1_147?qid=1672903002&s=computers&sr=1-147
B07JW9H4J722,B07JW9H4J722,B07JW9H4J722,Electronics|GeneralPurposeBatteries&BatteryChargers|RechargeableBatteries,₹399, 399 ,$399.00,₹499,499,$499.00,20%,4.3,"27,201",AEG6NCZPUEEC3YY267IS3YMFRBWA,AEG6NCZPUEEC3YY267IS3YMFRBWA,https://www.amazon.in/Duracell-AAA-750mAh-Rechargeable-Batteries/dp/B003B00484/ref=sr_1_148?qid=1672903002&s=computers&sr=1-148
B07JW9H4J723,B07JW9H4J723,B07JW9H4J723,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",₹279, 279 ,$279.00,₹499,499,$499.00,44%,3.7,"10,962",AF2RABP57DKRSINAD3R2DKITOV7Q,AF2RABP57DKRSINAD3R2DKITOV7Q,https://www.amazon.in/Adapter-Projector-Computer-Laptop-Projectors/dp/B085194JFL/ref=sr_1_149?qid=1672903002&s=computers&sr=1-149
B07JW9H4J724,B07JW9H4J724,B07JW9H4J724,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹13,490", 13490 ,"$13,490.00","₹22,900",22900,"$22,900.00",41%,4.3,"16,299",AHPRNMXR66DD77CEYCS5XWD6SIIQ,AHPRNMXR66DD77CEYCS5XWD6SIIQ,https://www.amazon.in/Samsung-Inches-Wondertainment-UA32T4340BKXXL-Glossy/dp/B09F6S8BT6/ref=sr_1_150?qid=1672903002&s=computers&sr=1-150
B07JW9H4J725,B07JW9H4J725,B07JW9H4J725,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",₹279, 279 ,$279.00,₹375,375,$375.00,26%,4.3,"31,534",AE2XMB6CEF4SCPYQI75GHNYEAXIA,AE2XMB6CEF4SCPYQI75GHNYEAXIA,https://www.amazon.in/Logitech-B100-Optical-Mouse-Black/dp/B003L62T7W/ref=sr_1_151?qid=1672903002&s=computers&sr=1-151
